x, y
0, 2.495769849283441
20.31874210198135, 1.8908629441624365
40.63742949117654, 1.4213197969543148
60.95617159315792, 1.0702199016125673
80.67728593212074, 0.799492385786802
100.99602803410212, 0.6091370558375635
120.71714237306495, 0.45685279187817257
141.0358297622602, 0.3510997017022922
160.15937105099067, 0.258036966856361
181.6733139662229, 0.19035532994923857
200.79680054216723, 0.14805401642310437
221.11554264414855, 0.10998295043325666
241.43423003334382, 0.0803719922370717
261.15534437230673, 0.06768163690712246
280.27888566103724, 0.050761421319796954
300, 0.03384081845356123
